annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;boule_1_second_tirage;boule_2_second_tirage;boule_3_second_tirage;boule_4_second_tirage;boule_5_second_tirage;promotion_second_tirage;combinaison_gagnant_second_tirage_en_ordre_croissant;nombre_de_gagnant_au_rang_1_second_tirage;rapport_du_rang1_second_tirage;nombre_de_gagnant_au_rang_2_second_tirage;rapport_du_rang2_second_tirage;nombre_de_gagnant_au_rang_3_second_tirage;rapport_du_rang3_second_tirage;nombre_de_gagnant_au_rang_4_second_tirage;rapport_du_rang4_second_tirage;numero_jokerplus;devise;
23094;LUNDI;07/08/2023;05/11/2023;11;1;15;48;47;7;1-11-15-47-48+7;0;13000000,00;3;53537,20;63;612,50;319;441,80;2452;34,40;15201;19,90;36573;6,40;226992;4,10;490881;2,20;10;20000,00;K 1844 4637, S 0225 0924, N 3221 0441, J 1094 1697, P 2034 7188, L 0722 9177, I 6834 1687, T 6784 5404, B 1859 5879, M 7727 5337;13;16;17;37;45;;13-16-17-37-45;0;128036,00;177;736,40;9846;34,20;154840;3,00;8967901;eur;
23093;SAMEDI;05/08/2023;03/11/2023;40;42;2;7;10;2;2-7-10-40-42+2;0;12000000,00;3;76559,10;70;1067,70;579;463,20;3173;50,60;28357;20,30;42205;10,60;410294;4,30;492658;2,20;10;20000,00;D 6711 9613, D 5700 8286, N 6454 7983, L 5082 9333, B 5475 8550, J 1996 2697, F 9251 3056, M 3981 8635, F 5119 8759, C 9678 2196;9;11;16;37;42;;9-11-16-37-42;1;200099,00;342;581,90;16800;30,60;248159;3,00;4930528;eur;
23092;MERCREDI;02/08/2023;31/10/2023;18;12;32;9;23;9;9-12-18-23-32+9;0;11000000,00;5;40504,60;83;595,50;620;287,00;2820;37,60;25922;14,70;35750;8,30;315726;3,70;376972;2,20;10;20000,00;N 9300 6863, K 8666 7779, V 2884 3963, W 4889 0643, R 3279 8938, S 5302 6825, G 7708 5512, K 9262 0959, W 4887 5320, S 8874 2074;4;10;18;20;45;;4-10-18-20-45;0;138851,00;344;375,30;14021;23,60;183283;3,00;1214975;eur;
23091;LUNDI;31/07/2023;29/10/2023;1;47;22;33;4;1;1-4-22-33-47+1;0;10000000,00;2;93271,80;41;1110,50;278;588,60;1620;60,30;15510;22,70;22097;12,30;225869;4,80;277570;2,20;10;20000,00;S 3586 1138, J 2168 8375, V 6701 9116, Q 0005 6367, H 5885 6612, G 5711 9971, B 2289 6129, U 1858 5453, B 3532 1048, E 4471 5843;21;27;33;40;44;;21-27-33-40-44;2;60799,00;190;720,20;8856;39,80;132425;3,00;8170154;eur;
23090;SAMEDI;29/07/2023;27/10/2023;1;49;29;18;37;4;1-18-29-37-49+4;0;9000000,00;4;66284,00;59;1096,80;640;364,10;2627;53,00;24390;20,50;35962;10,80;335471;4,50;517990;2,20;10;20000,00;O 3109 0117, G 5818 1197, V 2752 3797, A 8690 7121, I 2330 2819, O 2430 1112, E 7199 3331, L 7961 1180, E 3445 5421, E 6278 2916;2;3;9;24;49;;2-3-9-24-49;0;182720,00;395;411,50;19011;21,90;250843;3,00;9947345;eur;
23089;MERCREDI;26/07/2023;24/10/2023;17;49;18;28;11;7;11-17-18-28-49+7;0;8000000,00;0;163372,10;64;3126,80;473;303,40;3472;24,60;20356;15,10;45570;5,20;272357;3,40;504194;2,20;10;20000,00;P 1513 1488, R 9418 2138, U 3984 6417, J 1907 1934, K 3304 7439, U 2374 4318, B 5335 4054, Q 9421 4811, H 8540 1254, L 8942 5858;1;14;26;28;49;;1-14-26-28-49;1;129981,00;329;384,10;12493;25,90;165994;3,00;4475321;eur;
23088;LUNDI;24/07/2023;22/10/2023;12;1;31;45;17;7;1-12-17-31-45+7;0;7000000,00;0;139828,60;76;449,00;406;303,10;2744;26,70;16312;16,10;37172;5,50;220567;3,60;438092;2,20;10;20000,00;C 4858 0066, F 5394 5166, H 4936 8664, S 7512 7706, U 2032 6413, M 7374 4197, K 2600 6413, J 4533 4961, K 9170 7760, F 4759 2152;22;25;28;44;49;;22-25-28-44-49;1;113588,00;188;593,30;9510;30,00;143873;3,00;3114606;eur;
23087;SAMEDI;22/07/2023;20/10/2023;37;33;42;36;31;3;31-33-36-37-42+3;0;6000000,00;1;245161,60;35;1709,60;420;510,20;1855;69,00;16444;28,10;28915;12,40;245551;5,80;531720;2,20;10;20000,00;K 8074 9442, I 8276 4193, K 5832 8775, B 2547 0411, T 2291 2015, A 7541 7160, F 4784 7667, C 6071 2718, E 3299 3120, H 1629 0838;1;5;7;25;26;;1-5-7-25-26;1;174498,00;646;207,00;22887;15,00;265193;3,00;5531744;eur;
23086;MERCREDI;19/07/2023;17/10/2023;35;5;39;19;11;9;5-11-19-35-39+9;0;5000000,00;0;182640,30;34;6682,80;381;422,00;1959;48,80;18447;18,60;28627;9,30;261561;4,00;342273;2,20;10;20000,00;C 3420 5071, E 9845 2074, B 4008 1712, K 3355 6458, V 7821 9791, L 3379 0174, S 0883 3773, N 2850 8124, W 4809 0406, W 4807 6014;10;21;36;40;46;;10-21-36-40-46;1;125217,00;155;976,70;7920;48,80;124799;3,00;3385007;eur;
23085;LUNDI;17/07/2023;15/10/2023;47;6;20;9;41;9;6-9-20-41-47+9;0;4000000,00;1;146587,90;44;813,10;247;518,20;1501;51,20;12095;22,80;21978;9,70;187392;4,50;285215;2,20;10;20000,00;O 2525 5115, F 4416 6214, O 1338 5499, W 4795 9082, L 9385 3048, B 1723 3250, C 0245 6359, U 8790 8560, D 4867 9962, O 0491 4388;25;26;28;31;45;;25-26-28-31-45;0;105750,00;158;722,90;7591;38,80;120823;3,00;9873616;eur;
23084;SAMEDI;15/07/2023;13/10/2023;7;32;42;45;12;6;7-12-32-42-45+6;0;3000000,00;5;47632,50;43;1321,10;488;428,70;2251;55,50;22162;20,20;32384;10,80;318947;4,30;431338;2,20;10;20000,00;W 4790 2678, J 4834 0638, P 5789 3743, U 8420 1947, J 5451 1601, R 1007 6159, L 5907 6055, R 1850 1464, J 2204 4102, B 9539 9511;9;10;16;29;41;;9-10-16-29-41;2;82150,00;358;440,70;14706;27,60;211385;3,00;0992533;eur;
23083;MERCREDI;12/07/2023;10/10/2023;31;18;34;27;26;8;18-26-27-31-34+8;0;2000000,00;0;170336,50;31;6835,80;314;477,50;1819;49,00;14995;21,40;25599;9,70;218057;4,50;345999;2,20;10;20000,00;O 3931 3748, C 9004 3590, U 7298 6065, A 9683 8032, U 6440 6366, K 9372 4454, K 7689 2390, C 8027 5964, B 5236 7995, L 0775 0225;19;20;28;30;47;;19-20-28-30-47;0;122002,00;184;662,80;10134;31,00;151120;3,00;8627697;eur;
23082;LUNDI;10/07/2023;08/10/2023;14;3;10;44;8;2;3-8-10-14-44+2;3;666667,00;0;148386,50;44;4195,50;441;296,20;1550;50,20;17153;16,30;20289;10,70;220044;3,90;232946;2,20;10;20000,00;K 7165 4752, J 6999 0860, K 8658 1255, F 3225 5943, L 8620 5182, W 4739 5686, B 3952 0482, C 4214 8193, O 8683 2523, P 5913 6996;2;19;28;39;45;;2-19-28-39-45;0;102979,00;186;588,30;8039;35,00;119912;3,00;1021395;eur;
23081;SAMEDI;08/07/2023;06/10/2023;6;19;48;32;10;5;6-10-19-32-48+5;1;13000000,00;3;89536,00;74;885,90;601;393,40;3321;42,40;27271;18,50;46606;8,40;377896;4,10;618788;2,20;10;20000,00;V 0177 4194, E 6131 9215, I 8730 6890, C 3025 6587, G 7537 6744, U 7596 6886, D 5700 8029, K 4433 2078, P 5686 2558, I 9749 5530;17;19;33;39;41;;17-19-33-39-41;1;194344,00;376;570,90;15012;36,70;216195;3,00;1140947;eur;
23080;MERCREDI;05/07/2023;03/10/2023;22;8;19;7;15;5;7-8-15-19-22+5;0;12000000,00;1;195133,70;99;481,00;831;205,90;4259;24,00;31053;11,80;47671;6,00;351373;3,20;451026;2,20;10;20000,00;G 5056 3534, S 1517 7468, H 1841 9653, J 3653 9337, G 5097 7325, W 4751 4127, R 4556 5973, O 1895 7367, O 1768 2733, L 6680 2598;18;21;32;41;47;;18-21-32-41-47;1;141571,00;243;691,90;9252;46,50;143644;3,00;2415214;eur;
23079;LUNDI;03/07/2023;01/10/2023;42;23;2;8;35;7;2-8-23-35-42+7;0;11000000,00;0;158786,90;65;3039,10;375;371,70;2362;35,20;16234;18,40;34596;6,70;226703;4,00;497071;2,20;10;20000,00;K 7729 4250, B 9626 4694, I 6734 8759, R 8583 2049, K 5310 5098, D 1336 2746, F 7748 4819, S 1060 9986, I 1492 5358, P 6106 2790;4;11;22;27;43;;4-11-22-27-43;3;42620,00;342;332,20;13926;20,90;175702;3,00;8932349;eur;
3078;SAMEDI;01/07/2023;29/09/2023;24;7;18;15;9;10;7-9-15-18-24+10;0;10000000,00;8;39468,40;89;865,90;1383;200,10;3597;45,80;45365;13,10;44089;10,40;518487;3,50;480609;2,20;10;20000,00;D 0210 7464, A 6796 6091, V 8091 8595, E 9625 1539, R 7583 8552, H 0471 1518, R 4858 0378, A 8311 0592, A 0003 7821, J 5338 9939;8;13;27;36;48;2;8-13-27-36-48;2;210772,00;459;895,60;19069;55,60;265360;6,00;4866622;eur;
3077;MERCREDI;28/06/2023;26/09/2023;49;34;36;12;42;10;12-34-36-42-49+10;0;3000000,00;1;177555,40;32;1354,20;318;491,50;1204;77,30;12962;25,80;17041;15,20;188985;5,40;263038;2,20;10;20000,00;C 9289 6998, A 7233 8074, T 1568 6151, S 6314 2302, G 4080 7214, C 5646 7145, Q 7093 0619, I 3409 4334, K 3095 4495, G 5141 3603;6;22;28;41;48;;6-22-28-41-48;1;116859,00;201;605,70;9293;33,50;139657;3,00;0292374;eur;
3076;LUNDI;26/06/2023;24/09/2023;14;21;48;16;26;3;14-16-21-26-48+3;0;2000000,00;1;130771,40;29;1100,60;269;424,80;1500;45,70;12568;19,60;20005;9,60;176379;4,30;271945;2,20;10;20000,00;T 3370 7979, Q 1714 6655, C 0005 1618, K 4348 8076, N 8564 2254, D 3445 6351, S 3412 6337, L 7486 3051, K 7616 0096, J 6273 5690;3;12;22;36;48;;3-12-22-36-48;0;100000,00;244;385,60;9064;26,60;124577;3,00;5058122;eur;
3075;SAMEDI;24/06/2023;22/09/2023;30;40;3;21;2;4;2-3-21-30-40+4;1;3000000,00;1;232512,40;51;1112,70;379;540,00;1938;62,90;19160;22,90;31018;11,00;297184;4,50;447757;2,20;10;20000,00;H 7558 3337, D 8675 4271, R 9549 7719, J 1892 4097, O 5438 8243, P 7769 4915, A 5708 6616, J 4258 4786, N 0911 5596, T 5894 9776;10;34;36;47;48;;10-34-36-47-48;1;162011,00;198;1016,70;9590;53,70;155042;3,00;0778650;eur;
3074;MERCREDI;21/06/2023;19/09/2023;20;35;27;19;12;4;12-19-20-27-35+4;0;2000000,00;3;55831,90;61;670,10;524;280,30;2213;39,60;20496;15,40;28223;8,70;258447;3,70;314248;2,20;10;20000,00;R 2527 8487, O 2560 9531, F 8709 9295, U 6478 6774, R 0522 6183, N 0185 0210, A 9243 5641, D 9779 4190, C 8639 3297, R 5796 0841;8;16;19;20;45;;8-16-19-20-45;5;23274,00;278;391,00;11805;23,60;153485;3,00;5385433;eur;
3073;LUNDI;19/06/2023;17/09/2023;39;42;38;29;49;3;29-38-39-42-49+3;1;2000000,00;1;133417,60;31;1050,40;237;495,50;1087;64,30;9916;25,40;15899;12,30;136988;5,60;283223;2,20;10;20000,00;W 4671 8587, G 5595 1176, I 0042 1262, K 3817 2978, M 1351 0915, A 9891 5060, R 2570 9663, U 1234 7944, Q 6632 7428, T 0467 9732;3;8;18;28;34;;3-8-18-28-34;0;100000,00;250;372,10;10125;23,60;131638;3,00;5424905;eur;
3072;SAMEDI;17/06/2023;15/09/2023;28;43;29;38;44;3;28-29-38-43-44+3;1;3000000,00;1;230308,80;39;1441,30;297;680,30;1711;70,30;15627;27,70;31124;10,80;263253;5,00;493700;2,20;10;20000,00;C 9098 4608, S 1692 3928, B 3438 0362, R 9533 8778, E 2264 1136, N 0952 6242, P 1989 5441, E 0314 5658, S 8266 0520, T 8228 7214;20;27;37;38;48;;20-27-37-38-48;0;166300,00;252;762,10;11106;44,40;175579;3,00;4812575;eur;
3071;MERCREDI;14/06/2023;12/09/2023;14;9;16;12;33;2;9-12-14-16-33+2;0;2000000,00;2;89900,80;39;1125,20;447;353,30;1930;48,90;20620;16,40;24966;10,50;271013;3,80;276126;2,20;10;20000,00;P 6260 3196, F 2632 6025, R 0747 9196, A 8651 6357, D 2830 5597, K 0148 4150, A 5772 8902, L 8873 7577, R 2068 2820, T 6093 1439;6;10;14;23;31;;6-10-14-23-31;1;119350,00;483;207,40;15261;16,80;171080;3,00;9742964;eur;
3070;LUNDI;12/06/2023;10/09/2023;12;26;28;19;21;2;12-19-21-26-28+2;1;2000000,00;4;36845,10;64;562,00;630;205,90;2278;33,90;21596;12,80;24619;8,70;242513;3,50;237501;2,20;10;20000,00;B 6688 9016, T 6690 4628, L 7931 7449, K 7631 0574, J 5658 3307, Q 1898 8462, P 1837 2479, K 1946 9495, L 2636 4340, P 2968 7902;6;10;20;42;47;;6-10-20-42-47;0;102733,00;171;619,40;8537;31,80;124183;3,00;2887339;eur;
3069;SAMEDI;10/06/2023;08/09/2023;28;16;11;32;49;10;11-16-28-32-49+10;1;3000000,00;2;129096,00;52;1211,80;480;472,50;2097;64,40;22188;21,90;29439;12,80;324788;4,60;396687;2,20;10;20000,00;V 4069 5069, H 2662 1033, V 1002 3249, G 8993 0944, K 0354 3206, D 2260 6682, E 7782 6256, O 5253 2047, F 3459 8663, S 1067 2249;14;20;27;35;43;;14-20-27-35-43;3;57251,00;313;595,20;13450;35,60;195129;3,00;5898588;eur;
3068;MERCREDI;07/06/2023;05/09/2023;41;28;3;4;23;8;3-4-23-28-41+8;0;2000000,00;1;171178,90;36;1160,50;292;514,30;1709;52,60;15213;21,20;26764;9,30;237609;4,10;351402;2,20;10;20000,00;O 8811 6600, Q 3295 6491, M 7289 7514, C 6506 6278, T 4603 8358, F 6573 9143, V 5838 9678, J 8775 0842, A 4390 6853, F 7270 5610;1;3;6;10;44;;1-3-6-10-44;0;122523,00;367;283,70;14947;17,80;174001;3,00;3021572;eur;
3067;LUNDI;05/06/2023;03/09/2023;3;46;25;10;13;5;3-10-13-25-46+5;1;14000000,00;6;28800,50;75;554,90;544;279,10;2880;31,40;21188;15,30;35830;7,00;269555;3,70;411709;2,20;10;20000,00;A 1464 2428, P 2675 1552, L 1707 0139, P 4602 8173, L 5463 1262, F 4400 5777, D 8159 2612, K 2327 1977, L 3885 2665, D 8228 2031;7;11;18;31;44;;7-11-18-31-44;1;127806,00;396;277,50;14492;19,40;180442;3,00;8524921;eur;
3066;SAMEDI;03/06/2023;01/09/2023;46;44;37;2;39;4;2-37-39-44-46+4;0;13000000,00;1;286977,30;36;1945,60;379;657,90;1974;76,10;18514;29,10;31926;13,10;291728;5,70;562491;2,20;10;20000,00;Q 8659 1437, T 4381 2730, U 6523 8159, I 9747 0160, M 2594 3501, I 5761 0418, O 1197 1110, U 7630 9323, N 7369 7083, K 7684 8851;9;18;24;28;48;;9-18-24-28-48;6;33118,00;476;383,50;20594;22,70;264763;3,00;1363383;eur;
3065;MERCREDI;31/05/2023;29/08/2023;43;9;40;28;13;3;9-13-28-40-43+3;0;12000000,00;2;97838,30;64;746,20;427;402,40;2335;43,90;18657;19,70;32461;8,80;268557;4,20;405082;2,20;10;20000,00;J 5772 3418, G 7006 0399, S 5229 0912, E 2153 2278, N 5408 4714, P 7658 8929, R 6577 6122, F 8878 6045, O 9523 0126, A 3968 1194;5;8;20;27;28;;5-8-20-27-28;2;68432,00;450;245,00;16561;17,10;201135;3,00;5751881;eur;
3064;LUNDI;29/05/2023;27/08/2023;12;38;28;24;36;3;12-24-28-36-38+3;0;11000000,00;3;52408,90;52;737,90;362;380,20;2012;40,80;16348;18,10;26580;8,60;216845;4,20;348653;2,20;10;20000,00;W 4573 0215, R 0734 4151, A 9505 8248, Q 7645 2285, K 3276 8250, P 6189 5203, K 0484 9078, F 0120 8821, F 2755 8749, M 0491 5320;4;5;24;34;43;;4-5-24-34-43;2;55612,00;158;742,00;8351;36,30;129455;3,00;7389164;eur;
3063;SAMEDI;27/05/2023;25/08/2023;25;24;31;34;9;9;9-24-25-31-34+9;0;10000000,00;1;285707,60;71;982,10;501;498,00;2938;50,90;24640;21,80;43524;9,60;375361;4,40;565062;2,20;10;20000,00;T 7186 4230, O 0090 8302, S 4399 6009, A 1904 3451, D 3045 5978, Q 4613 4230, J 0611 0550, A 6124 5982, K 0966 3792, B 1999 2111;7;34;37;43;49;2;7-34-37-43-49;1;402768,00;302;1519,20;15438;75,80;216612;6,00;0117403;eur;
3062;MERCREDI;24/05/2023;22/08/2023;20;11;36;17;28;10;11-17-20-28-36+10;0;5000000,00;0;186554,30;45;5157,50;513;318,80;1681;58,00;20140;17,40;21578;12,60;258993;4,10;273526;2,20;10;20000,00;F 4553 0967, D 7441 1372, V 8185 5002, P 0108 7553, U 8949 2210, M 8632 3661, I 3135 8635, I 1284 6482, U 6736 5911, B 3712 5429;22;31;32;35;36;;22-31-32-35-36;1;121043,00;129;1155,00;7179;53,50;116015;3,00;0946798;eur;
3061;LUNDI;22/05/2023;20/08/2023;43;33;42;22;37;4;22-33-37-42-43+4;0;4000000,00;1;141991,20;26;1332,90;206;603,80;1202;61,80;10819;24,70;16977;12,20;155953;5,20;277975;2,20;10;20000,00;M 1128 6304, Q 5777 4089, N 9625 2834, K 0677 6122, M 7795 5669, J 9290 4316, F 6816 5656, R 2135 1494, J 7652 0698, R 6998 3968;3;16;22;44;46;;3-16-22-44-46;0;102559,00;188;569,50;8252;33,20;122366;3,00;4329079;eur;
3060;SAMEDI;20/05/2023;18/08/2023;25;18;3;8;37;6;3-8-18-25-37+6;0;3000000,00;5;47597,70;61;936,80;602;346,80;2520;49,50;26034;17,20;34376;10,10;338103;4,00;426384;2,20;10;20000,00;H 7755 3310, D 0722 3203, U 7270 7030, B 5467 9339, N 3344 4989, A 0901 6036, I 9344 1354, G 5417 9639, A 7300 0653, D 3401 7220;19;20;33;35;48;;19-20-33-35-48;0;162031,00;217;838,90;11312;41,80;175044;3,00;4256502;eur;
3059;MERCREDI;17/05/2023;15/08/2023;8;2;11;47;40;7;2-8-11-40-47+7;0;2000000,00;1;147420,40;45;799,50;315;409,30;2464;31,30;15322;18,10;35792;6,00;220663;3,80;486039;2,20;10;20000,00;H 3885 3022, T 3083 8056, S 5531 7105, G 5801 9878, H 7716 9204, I 6757 2115, I 6784 2274, S 8717 7113, R 4201 9676, E 1941 8906;7;14;16;38;47;;7-14-16-38-47;1;122689,00;226;554,90;10169;31,50;149536;3,00;1063828;eur;
3058;LUNDI;15/05/2023;13/08/2023;12;9;48;7;29;4;7-9-12-29-48+4;1;2000000,00;2;71954,50;42;836,30;583;217,30;2195;34,30;21028;12,90;26145;8,00;242222;3,40;268592;2,20;10;20000,00;G 3234 2075, O 8405 3199, O 5682 0245, N 7179 8897, E 2325 1547, E 0196 2238, R 0743 7841, Q 2661 4852, F 2585 5813, M 4082 7859;13;24;27;29;38;;13-24-27-29-38;2;51613,00;278;325,50;11473;20,20;143667;3,00;2716539;eur;
23057;SAMEDI;13/05/2023;11/08/2023;43;6;25;34;9;5;6-9-25-34-43+5;1;5000000,00;1;243696,00;47;1265,50;537;398,70;2807;45,50;22651;20,30;41455;8,60;327885;4,30;578614;2,20;10;20000,00;E 3965 6652, A 7721 2902, F 8207 7433, J 4263 8884, M 9841 1800, M 3631 8024, S 4452 2703, B 1294 4158, S 9792 3849, O 1289 5324;6;7;26;32;44;;6-7-26-32-44;1;179383,00;310;580,30;14849;31,20;221223;3,00;2595079;eur;
23056;MERCREDI;10/05/2023;08/08/2023;45;12;44;15;9;1;9-12-15-44-45+1;0;4000000,00;1;198939,90;34;1428,10;389;450,20;1507;69,10;19037;19,70;21347;13,60;273193;4,20;266276;2,20;10;20000,00;T 5545 4084, W 4497 9948, B 6256 3373, A 2935 0688, C 1402 6503, M 7333 0401, V 5782 9804, S 5152 6376, I 1018 8151, J 0926 9126;11;13;18;25;47;;11-13-18-25-47;0;127399,00;320;344,50;13619;20,70;178877;3,00;0360145;eur;
23055;LUNDI;08/05/2023;06/08/2023;43;47;16;39;4;5;4-16-39-43-47+5;0;3000000,00;0;124406,50;16;9673,10;202;536,80;1041;62,50;8808;26,60;16904;10,80;140401;5,10;312369;2,20;10;20000,00;C 0041 9987, U 1900 8623, P 8296 3643, A 0048 2163, S 5146 8396, S 5395 2966, F 2952 2910, P 8919 2825, W 4489 7597, W 4492 0474;12;22;25;28;49;;12-22-25-28-49;1;100000,00;245;338,50;10047;21,10;135238;3,00;9647704;eur;
23054;SAMEDI;06/05/2023;04/08/2023;47;25;42;2;30;10;2-25-30-42-47+10;0;2000000,00;1;257226,10;31;2025,20;364;622,00;1610;83,70;17788;27,20;25151;15,00;281336;5,30;387845;2,20;10;20000,00;K 7177 6068, T 2658 0794, B 7741 6579, T 1732 7660, M 2039 8798, C 9538 1371, D 2227 7242, G 5203 3057, O 6250 2777, K 8960 8847;4;11;13;23;28;;4-11-13-23-28;7;24305,00;748;158,30;24973;12,20;272483;3,00;6111780;eur;
23053;MERCREDI;03/05/2023;01/08/2023;17;23;13;20;45;8;13-17-20-23-45+8;1;2000000,00;3;57129,50;47;890,00;455;328,70;2189;41,10;20403;15,80;29617;8,50;264078;3,70;343093;2,20;10;20000,00;T 9896 6059, D 2376 9840, T 7436 5351, C 2659 9578, O 2284 8466, M 1889 5625, B 4643 6137, D 2655 2277, C 5095 1769, G 5725 1408;16;29;32;37;44;;16-29-32-37-44;1;121583,00;236;592,30;9098;39,80;127561;3,00;8145416;eur;
23052;LUNDI;01/05/2023;30/07/2023;15;41;33;44;5;10;5-15-33-41-44+10;1;3000000,00;2;68569,90;30;1115,70;308;389,40;983;73,20;11148;23,20;13876;14,50;159268;5,00;192703;2,20;10;20000,00;E 5061 3682, Q 0291 6460, L 8212 5984, P 7252 9238, Q 3699 4539, P 8576 9514, F 7237 0062, M 4416 0907, U 2249 8081, Q 0667 3856;7;17;18;30;42;;7-17-18-30-42;0;100000,00;224;359,50;9106;22,70;124307;3,00;2872827;eur;
23051;SAMEDI;29/04/2023;28/07/2023;40;48;36;22;3;5;3-22-36-40-48+5;0;2000000,00;1;226422,80;65;850,20;393;505,90;2155;55,00;17255;24,70;32097;10,30;265530;4,90;543468;2,20;10;20000,00;U 3256 3818, S 8335 9935, M 5792 1830, R 2857 1819, J 7431 4172, R 1512 9654, B 7529 2240, B 1041 6547, V 2256 0886, O 2490 9829;2;4;11;19;47;;2-4-11-19-47;4;42239,00;514;287,80;19182;19,80;234881;3,00;1606667;eur;
23050;MERCREDI;26/04/2023;25/07/2023;3;18;24;11;14;10;3-11-14-18-24+10;1;18000000,00;4;56900,70;71;782,40;942;212,20;2461;48,40;31053;13,80;29385;11,30;357426;3,70;332465;2,20;10;20000,00;G 8054 5870, K 4571 5142, D 2488 5588, T 8483 8396, W 4453 3418, H 8000 8989, P 7374 2456, L 0888 9109, K 7314 2676, D 6023 4671;14;17;24;46;49;;14-17-24-46-49;2;47784,00;235;642,70;11274;34,20;169086;3,00;8943880;eur;
23049;LUNDI;24/04/2023;23/07/2023;41;23;25;1;49;2;1-23-25-41-49+2;0;17000000,00;1;189092,30;35;1318,60;308;538,70;1414;70,10;15750;22,60;20921;13,20;227709;4,80;315603;2,20;10;20000,00;L 8275 3396, Q 7007 4931, H 5316 3876, U 1067 3832, M 8615 2225, U 0831 9356, P 4144 1718, W 4426 8637, G 3969 5580, F 8598 3530;9;11;22;24;29;;9-11-22-24-29;3;41534,00;530;173,00;16671;14,10;193898;3,00;3163915;eur;
23048;SAMEDI;22/04/2023;21/07/2023;12;26;48;13;35;1;12-13-26-35-48+1;0;16000000,00;2;152745,60;51;1462,00;585;458,90;2250;71,00;27859;20,60;32840;13,60;401935;4,40;434058;2,20;10;20000,00;B 4520 1019, V 0424 9329, J 2572 8248, H 2017 7342, F 4884 7304, U 3249 6151, H 5334 8601, F 7301 2172, V 3280 0794, L 8083 9506;12;17;29;34;49;;12-17-29-34-49;1;192558,00;364;520,50;16682;29,30;241304;3,00;0541466;eur;
23047;MERCREDI;19/04/2023;18/07/2023;43;41;5;46;34;5;5-34-41-43-46+5;0;15000000,00;2;95811,20;35;1336,20;244;688,50;1754;57,20;13052;27,60;26545;10,50;201250;5,50;471538;2,20;10;20000,00;V 4847 0818, Q 0354 0680, B 6935 6828, G 3424 4928, M 4775 1115, P 3564 4857, J 6730 5239, Q 7687 8553, M 8678 1993, D 3460 4263;2;12;33;34;44;;2-12-33-34-44;2;69393,00;245;604,90;10457;36,20;161230;3,00;0430051;eur;
23046;LUNDI;17/04/2023;16/07/2023;3;18;42;13;43;9;3-13-18-42-43+9;0;14000000,00;2;92445,90;41;1100,60;369;441,10;1930;50,20;17764;19,60;27554;9,80;251820;4,20;355891;2,20;10;20000,00;P 5690 7282, M 8417 5050, W 4385 8644, G 1822 6622, W 4389 3478, O 0417 3755, K 4382 9047, D 7043 6222, L 5386 2919, M 9559 2822;16;19;24;32;35;;16-19-24-32-35;1;125966,00;260;500,80;10788;31,30;149350;3,00;8380895;eur;
23045;SAMEDI;15/04/2023;14/07/2023;32;17;15;19;29;10;15-17-19-29-32+10;0;13000000,00;2;155154,40;68;1113,80;716;380,40;2565;63,20;30026;19,40;35683;12,70;410266;4,30;470322;2,20;10;20000,00;S 2914 9688, D 2823 1877, M 8514 8044, K 7956 2954, S 3732 4246, R 6624 9227, L 5324 9659, K 0664 2991, T 7387 3958, H 1163 3025;9;14;16;30;42;;9-14-16-30-42;2;99219,00;414;476,60;17851;28,30;247605;3,00;6462182;eur;
23044;MERCREDI;12/04/2023;11/07/2023;18;26;10;30;15;7;10-15-18-26-30+7;0;12000000,00;4;45349,20;115;384,90;754;210,90;4110;23,10;26203;13,00;47198;5,60;302663;3,40;561138;2,20;10;20000,00;B 4119 8748, A 9313 1993, P 0032 2712, M 3978 1290, O 6278 5660, W 4353 0211, K 0355 0291, M 7085 4278, E 8217 3240, A 6756 7260;3;4;16;23;31;;3-4-16-23-31;4;35738,00;342;382,50;14764;22,70;192169;3,00;0510249;eur;
23043;LUNDI;10/04/2023;09/07/2023;45;24;15;10;49;2;10-15-24-45-49+2;0;11000000,00;1;172588,40;32;1316,30;371;408,40;1397;64,80;15301;21,20;20226;12,50;222745;4,50;274443;2,20;10;20000,00;H 7491 7914, T 5762 3758, A 6849 2349, J 7405 5387, C 6167 5334, T 7096 2620, R 4798 9653, D 0723 4072, B 4017 1152, E 1190 2397;26;33;36;39;48;;26-33-36-39-48;0;112111,00;147;960,90;6730;54,00;103758;3,00;1703447;eur;
